ID,Región,Comuna,Tipo Propiedad,Precio,Metros Totales,Metros Útiles,Habitaciones,Baños,Estacionamiento,Bodega,Año Construcción
8343,Metropolitana,Providencia,Terreno,196869532,82,60,5,1,Sí,No,1961
8344,Biobío,Concepción,Oficina,405909685,74,51,1,4,Sí,Sí,1968
8345,Valparaíso,Viña del Mar,Terreno,399734095,210,183,1,4,Sí,No,1977
8346,Los Lagos,Puerto Montt,Casa,143387217,152,124,1,1,No,No,1971
8347,Biobío,Concepción,Terreno,59590968,147,123,3,1,Sí,No,1991
8348,Metropolitana,Santiago,Departamento,281474755,42,20,4,4,No,Sí,2005
8349,Los Lagos,Puerto Montt,Terreno,200006822,49,20,6,1,Sí,Sí,2003
8350,Biobío,Concepción,Casa,417441337,118,105,2,3,No,No,1975
8351,Biobío,Los Ángeles,Terreno,34964425,294,267,6,3,No,No,1989
8352,Los Lagos,Puerto Montt,Departamento,446852940,39,32,5,3,No,No,1996
8353,Coquimbo,La Serena,Casa,387709311,132,116,3,4,No,No,1984
8354,Biobío,Concepción,Terreno,404492836,215,198,6,2,Sí,Sí,1997
8355,Metropolitana,Santiago,Terreno,395869024,68,42,5,2,No,No,1951
8356,Coquimbo,La Serena,Departamento,173767117,115,105,3,4,Sí,No,1989
8357,Valparaíso,Viña del Mar,Oficina,64758879,82,69,2,4,No,No,1980
8358,Metropolitana,Santiago,Departamento,375951784,101,96,5,2,No,No,2011
8359,Metropolitana,Las Condes,Terreno,257965093,100,73,3,2,Sí,No,1966
8360,Biobío,Concepción,Departamento,413747154,264,257,5,4,No,Sí,2017
8361,Metropolitana,Providencia,Oficina,234181826,97,73,3,1,No,Sí,2010
8362,Metropolitana,Las Condes,Oficina,365311040,74,68,5,1,Sí,No,2010
8363,Metropolitana,Providencia,Terreno,53149093,45,35,6,3,No,Sí,1981
8364,Valparaíso,Viña del Mar,Departamento,34770475,136,130,1,2,Sí,Sí,2013
8365,Biobío,Los Ángeles,Terreno,362319437,258,244,5,3,Sí,Sí,1951
8366,Metropolitana,Santiago,Departamento,61873744,248,233,4,3,Sí,No,2019
8367,Los Lagos,Puerto Montt,Terreno,364474519,72,48,1,3,No,Sí,1950
8368,Valparaíso,Viña del Mar,Terreno,448051966,248,225,5,3,No,No,1955
8369,Valparaíso,Viña del Mar,Casa,472531070,182,155,6,1,Sí,Sí,1955
8370,Los Lagos,Puerto Montt,Terreno,303030697,66,37,2,2,Sí,Sí,1989
8371,Araucanía,Temuco,Terreno,274305240,158,149,6,1,Sí,Sí,2021
8372,Biobío,Concepción,Terreno,241770093,141,119,5,2,Sí,No,1974
8373,Metropolitana,Providencia,Oficina,94223752,177,147,4,4,No,No,2007
8374,Araucanía,Temuco,Oficina,50270457,48,28,3,2,Sí,No,1963
8375,Metropolitana,Las Condes,Oficina,430305069,199,185,1,3,Sí,No,2003
8376,Valparaíso,Viña del Mar,Casa,366129266,271,263,2,3,Sí,Sí,1987
8377,Los Lagos,Puerto Montt,Departamento,150141101,224,212,5,3,Sí,Sí,2002
8378,Metropolitana,Santiago,Departamento,120101907,237,216,1,3,Sí,Sí,1978
8379,Metropolitana,Santiago,Departamento,142265529,43,30,2,3,No,Sí,1950
8380,Valparaíso,Valparaíso,Terreno,496259162,170,147,2,3,Sí,No,1990
8381,Metropolitana,Santiago,Oficina,258882604,159,130,6,4,No,No,1960
8382,Biobío,Los Ángeles,Terreno,404489127,90,82,6,1,Sí,Sí,1953
8383,Biobío,Los Ángeles,Oficina,370799734,185,178,4,2,Sí,No,1995
8384,Los Lagos,Puerto Montt,Terreno,366101042,52,26,1,1,Sí,No,1968
8385,Metropolitana,Santiago,Terreno,395611381,243,215,3,2,No,No,2013
8386,Biobío,Concepción,Oficina,66416895,62,37,3,4,No,No,2017
8387,Metropolitana,Las Condes,Casa,311323627,47,34,4,4,Sí,No,2009
8388,Araucanía,Temuco,Departamento,452512449,204,179,3,4,No,Sí,1999
8389,Valparaíso,Viña del Mar,Oficina,426685804,98,86,4,1,Sí,Sí,1998
8390,Coquimbo,La Serena,Oficina,439470763,118,112,3,3,Sí,No,1962
8391,Valparaíso,Viña del Mar,Terreno,170382542,148,126,2,4,Sí,No,2019
8392,Biobío,Los Ángeles,Casa,354461763,90,75,1,1,Sí,Sí,1954
8393,Biobío,Concepción,Departamento,66894447,96,89,4,4,No,Sí,2003
8394,Araucanía,Temuco,Casa,105713685,77,57,5,1,No,No,1988
8395,Valparaíso,Valparaíso,Casa,263627083,197,181,2,4,Sí,Sí,1991
8396,Coquimbo,La Serena,Departamento,129706730,250,238,6,2,Sí,Sí,1952
8397,Araucanía,Temuco,Terreno,129264729,32,20,3,2,Sí,Sí,1955
8398,Biobío,Concepción,Casa,473475460,191,171,1,2,No,No,2010
8399,Valparaíso,Viña del Mar,Terreno,220291066,84,61,3,1,No,No,2012
8400,Valparaíso,Valparaíso,Departamento,430667827,45,23,6,2,Sí,Sí,1998
8401,Metropolitana,Santiago,Oficina,70875754,98,84,6,2,Sí,No,1964
8402,Metropolitana,Las Condes,Oficina,484267399,110,105,1,4,No,No,2013
8403,Araucanía,Temuco,Casa,34388190,238,231,2,4,Sí,No,2006
8404,Metropolitana,Providencia,Terreno,467965109,79,74,4,3,No,No,2012
8405,Coquimbo,La Serena,Oficina,280742513,124,100,5,2,Sí,Sí,1995
8406,Araucanía,Temuco,Departamento,124910757,66,61,6,1,No,No,1950
8407,Valparaíso,Valparaíso,Oficina,135311633,148,125,1,1,No,Sí,2017
8408,Coquimbo,La Serena,Departamento,487332151,114,91,2,2,No,Sí,2003
8409,Biobío,Los Ángeles,Casa,175396261,53,25,6,1,No,No,2003
8410,Coquimbo,La Serena,Departamento,109752301,261,245,2,4,No,Sí,2006
8411,Araucanía,Temuco,Casa,50031548,81,63,2,1,Sí,Sí,2006
8412,Biobío,Concepción,Departamento,245931599,154,137,5,3,No,No,2004
8413,Coquimbo,La Serena,Oficina,469503023,126,119,4,1,No,Sí,1958
8414,Biobío,Concepción,Departamento,494224323,151,145,2,1,Sí,Sí,1951
8415,Metropolitana,Santiago,Casa,252024056,208,195,6,3,No,No,1956
8416,Los Lagos,Puerto Montt,Oficina,388476189,87,63,1,1,Sí,Sí,2019
8417,Biobío,Los Ángeles,Departamento,127487338,192,177,6,4,Sí,No,2004
8418,Metropolitana,Santiago,Casa,410554424,165,145,3,1,No,No,2016
8419,Los Lagos,Puerto Montt,Terreno,246044738,93,64,1,2,No,Sí,2007
8420,Metropolitana,Las Condes,Terreno,206478282,259,239,4,3,No,No,1979
8421,Biobío,Los Ángeles,Casa,454579263,48,25,4,4,Sí,Sí,1993
8422,Araucanía,Temuco,Departamento,371716261,124,99,1,3,No,No,1998
8423,Biobío,Los Ángeles,Terreno,191165027,294,265,5,4,No,No,1953
8424,Metropolitana,Providencia,Oficina,179605316,62,36,6,1,Sí,Sí,2022
8425,Metropolitana,Providencia,Casa,466098976,135,119,5,1,Sí,Sí,2023
8426,Araucanía,Temuco,Casa,453904196,159,131,6,2,No,Sí,2013
8427,Metropolitana,Providencia,Terreno,163032523,156,151,1,2,No,Sí,2014
8428,Biobío,Los Ángeles,Terreno,483244672,234,221,2,1,No,Sí,1983
8429,Los Lagos,Puerto Montt,Terreno,368908849,260,244,2,3,Sí,No,2014
8430,Biobío,Concepción,Casa,154418640,221,196,2,4,No,No,1995
8431,Coquimbo,La Serena,Terreno,205323435,132,102,3,1,Sí,Sí,1994
8432,Metropolitana,Las Condes,Departamento,387312325,87,67,4,3,No,Sí,1982
8433,Metropolitana,Santiago,Terreno,137042713,31,22,5,2,No,No,1988
8434,Metropolitana,Santiago,Casa,140895878,231,215,5,1,No,No,1956
8435,Araucanía,Temuco,Terreno,83150859,144,119,1,3,Sí,No,1995
8436,Araucanía,Temuco,Oficina,198038153,188,183,1,1,No,No,2005
8437,Araucanía,Temuco,Oficina,458498598,95,89,2,3,Sí,Sí,1960
8438,Los Lagos,Puerto Montt,Casa,105666801,86,74,5,4,No,No,1969
8439,Metropolitana,Providencia,Terreno,468218968,61,34,3,3,No,Sí,1969
8440,Araucanía,Temuco,Oficina,298150725,107,92,6,3,No,Sí,1995
8441,Araucanía,Temuco,Casa,81869038,281,268,3,4,No,Sí,1965
8442,Metropolitana,Las Condes,Casa,420926456,219,206,1,3,Sí,Sí,1966
8443,Araucanía,Temuco,Oficina,74667454,61,51,6,3,Sí,No,1952
8444,Biobío,Los Ángeles,Terreno,146855440,168,158,3,2,No,Sí,1992
8445,Valparaíso,Valparaíso,Casa,176839267,47,22,3,2,Sí,Sí,1982
8446,Biobío,Los Ángeles,Oficina,361911017,244,226,3,1,No,Sí,1966
8447,Biobío,Concepción,Casa,320421304,209,193,4,4,No,No,2014
8448,Metropolitana,Las Condes,Departamento,250902552,298,285,2,3,Sí,No,1966
8449,Biobío,Concepción,Casa,496842012,250,245,4,2,Sí,No,1952
8450,Valparaíso,Viña del Mar,Terreno,330809743,59,34,3,1,Sí,Sí,1999
8451,Metropolitana,Providencia,Terreno,373115840,130,122,2,3,No,No,2014
8452,Biobío,Concepción,Oficina,420573494,81,72,2,3,Sí,Sí,2019
8453,Araucanía,Temuco,Casa,280944242,79,52,6,4,No,No,1959
8454,Metropolitana,Providencia,Terreno,324670138,105,93,1,2,No,No,2003
8455,Metropolitana,Las Condes,Departamento,293339440,82,54,4,3,Sí,No,1961
8456,Metropolitana,Providencia,Terreno,326362867,66,53,5,3,Sí,No,1998
8457,Metropolitana,Las Condes,Casa,283923284,241,214,3,1,Sí,No,1973
8458,Metropolitana,Santiago,Casa,139656065,196,182,1,3,No,Sí,1974
8459,Coquimbo,La Serena,Oficina,121125341,284,261,1,4,Sí,Sí,2005
8460,Biobío,Concepción,Departamento,153363855,50,38,6,2,No,No,2016
8461,Valparaíso,Valparaíso,Oficina,263597342,135,112,1,2,Sí,Sí,1983
8462,Metropolitana,Las Condes,Oficina,470937782,186,157,2,3,No,Sí,1966
8463,Araucanía,Temuco,Oficina,72321167,127,119,1,1,Sí,No,1981
8464,Los Lagos,Puerto Montt,Casa,346862812,89,81,1,2,Sí,No,1970
8465,Biobío,Los Ángeles,Casa,151720182,262,244,1,3,Sí,No,1966
8466,Valparaíso,Viña del Mar,Oficina,235547566,276,266,5,4,Sí,Sí,1978
8467,Metropolitana,Las Condes,Casa,54007654,193,175,1,4,No,No,1969
8468,Metropolitana,Santiago,Terreno,357523252,174,159,5,3,No,No,2021
8469,Metropolitana,Santiago,Casa,403035403,91,68,1,2,No,No,2012
8470,Metropolitana,Las Condes,Terreno,244239953,189,162,2,3,No,Sí,1966
8471,Los Lagos,Puerto Montt,Casa,422053022,251,245,3,1,Sí,Sí,1974
8472,Metropolitana,Providencia,Oficina,372474654,85,71,1,3,No,No,1955
8473,Metropolitana,Providencia,Casa,227130743,51,24,6,3,No,No,1984
8474,Biobío,Los Ángeles,Terreno,473187911,146,134,4,4,No,Sí,1960
8475,Araucanía,Temuco,Casa,42254638,84,72,2,3,No,No,2001
8476,Metropolitana,Providencia,Departamento,453487154,232,219,2,3,Sí,No,1964
8477,Biobío,Los Ángeles,Casa,370605174,299,269,5,1,No,No,2015
8478,Valparaíso,Valparaíso,Casa,297995081,86,81,1,3,No,Sí,2006
8479,Metropolitana,Las Condes,Terreno,432306017,200,182,6,2,No,Sí,1975
8480,Coquimbo,La Serena,Departamento,297324677,151,133,4,2,Sí,No,2008
8481,Metropolitana,Las Condes,Terreno,495075803,153,144,6,2,No,No,1983
8482,Araucanía,Temuco,Casa,58719930,184,162,1,3,Sí,No,1974
8483,Metropolitana,Santiago,Departamento,125548798,83,69,4,1,No,No,1982
8484,Metropolitana,Providencia,Departamento,97652695,227,222,3,2,Sí,No,1964
8485,Biobío,Los Ángeles,Casa,53636570,207,187,3,1,Sí,Sí,1975
8486,Biobío,Los Ángeles,Casa,234784937,200,180,3,4,No,Sí,2020
8487,Biobío,Los Ángeles,Casa,45187527,237,209,3,1,No,Sí,1969
8488,Biobío,Concepción,Casa,469185513,210,201,3,2,No,Sí,1993
8489,Valparaíso,Viña del Mar,Oficina,80102142,98,87,4,3,No,Sí,1991
8490,Valparaíso,Valparaíso,Terreno,250785384,295,282,6,2,Sí,Sí,2012
8491,Metropolitana,Santiago,Oficina,50951203,279,256,6,3,Sí,No,2014
8492,Valparaíso,Viña del Mar,Departamento,308113630,113,100,5,1,Sí,No,1963
8493,Metropolitana,Santiago,Casa,384337582,57,42,2,2,No,No,1999
8494,Metropolitana,Providencia,Oficina,284632092,179,164,1,2,No,Sí,1954
8495,Los Lagos,Puerto Montt,Departamento,236692336,153,146,4,1,No,Sí,1975
8496,Valparaíso,Valparaíso,Casa,475894566,118,97,6,2,Sí,Sí,1961
8497,Metropolitana,Las Condes,Terreno,459833442,40,20,2,3,No,Sí,2009
8498,Biobío,Concepción,Departamento,210352966,63,54,1,3,Sí,No,1959
8499,Valparaíso,Viña del Mar,Oficina,275837308,116,110,2,2,Sí,No,1990
8500,Metropolitana,Santiago,Casa,379783561,264,238,4,3,Sí,Sí,2008
8501,Metropolitana,Las Condes,Departamento,243001637,34,20,4,3,Sí,Sí,1975
8502,Biobío,Los Ángeles,Terreno,192303804,270,257,5,3,Sí,Sí,1981
8503,Los Lagos,Puerto Montt,Casa,228312886,259,230,4,2,Sí,Sí,2006
8504,Araucanía,Temuco,Oficina,248063924,189,171,5,3,No,No,1996
8505,Los Lagos,Puerto Montt,Oficina,446892865,121,102,1,1,No,Sí,1990
8506,Los Lagos,Puerto Montt,Departamento,275557668,226,221,2,1,Sí,No,1962
8507,Coquimbo,La Serena,Terreno,100665322,263,241,4,4,No,No,1970
8508,Araucanía,Temuco,Oficina,270151599,273,251,5,2,No,No,2019
8509,Metropolitana,Providencia,Casa,293937159,104,84,4,2,No,Sí,2018
8510,Valparaíso,Viña del Mar,Oficina,391956624,171,157,3,4,No,No,1994
8511,Biobío,Los Ángeles,Oficina,399958323,85,55,2,2,No,No,2014
8512,Valparaíso,Valparaíso,Departamento,41084996,269,240,3,1,No,No,1996
8513,Metropolitana,Santiago,Terreno,499541212,286,278,2,4,Sí,Sí,1966
8514,Valparaíso,Valparaíso,Departamento,195981005,226,218,1,4,Sí,No,1969
8515,Valparaíso,Viña del Mar,Terreno,253734391,209,180,4,4,No,No,1958
8516,Araucanía,Temuco,Terreno,58243000,271,252,2,2,No,No,2014
8517,Biobío,Los Ángeles,Departamento,489682674,146,139,6,2,No,Sí,1971
8518,Coquimbo,La Serena,Oficina,170859498,54,43,3,4,Sí,No,2016
8519,Valparaíso,Viña del Mar,Casa,236852821,165,145,6,1,No,Sí,1974
8520,Coquimbo,La Serena,Oficina,276422667,255,239,2,3,No,Sí,1994
8521,Los Lagos,Puerto Montt,Oficina,455032109,176,165,2,3,Sí,Sí,1989
8522,Los Lagos,Puerto Montt,Oficina,385382952,136,106,2,3,No,Sí,2013
8523,Metropolitana,Las Condes,Departamento,498420421,240,210,4,1,Sí,No,1989
8524,Valparaíso,Valparaíso,Casa,255678115,199,192,2,2,No,No,1958
8525,Araucanía,Temuco,Casa,111872647,274,259,3,1,Sí,Sí,1988
8526,Valparaíso,Viña del Mar,Casa,88575547,112,103,3,4,No,No,1971
8527,Metropolitana,Providencia,Departamento,32757005,69,47,3,4,Sí,No,2009
8528,Metropolitana,Santiago,Departamento,83732947,93,88,5,4,No,Sí,1985
8529,Los Lagos,Puerto Montt,Terreno,304806409,167,159,4,4,No,No,1998
8530,Araucanía,Temuco,Casa,283275947,210,199,1,1,No,Sí,1995
8531,Biobío,Los Ángeles,Departamento,191748976,183,159,2,4,No,No,1990
8532,Araucanía,Temuco,Departamento,455895259,275,258,6,3,No,No,2001
8533,Metropolitana,Providencia,Terreno,213757655,158,128,4,1,No,No,1987
8534,Valparaíso,Viña del Mar,Oficina,370499378,146,127,1,2,Sí,Sí,1974
8535,Biobío,Los Ángeles,Casa,71446084,78,61,2,2,No,No,2000
8536,Biobío,Los Ángeles,Departamento,491988348,35,20,2,3,Sí,Sí,1969
8537,Valparaíso,Viña del Mar,Oficina,108537903,141,115,4,4,Sí,No,1950
8538,Araucanía,Temuco,Departamento,229822283,217,200,6,1,No,Sí,1994
8539,Biobío,Los Ángeles,Casa,245039787,81,55,3,1,Sí,Sí,1971
8540,Araucanía,Temuco,Oficina,254758163,261,235,2,1,Sí,Sí,2023
8541,Metropolitana,Santiago,Terreno,199021001,228,223,4,1,Sí,Sí,2001
8542,Coquimbo,La Serena,Departamento,464163666,85,55,1,2,No,No,1967
8543,Biobío,Los Ángeles,Terreno,490198130,131,109,5,4,No,Sí,1960
8544,Araucanía,Temuco,Oficina,248248584,44,36,5,4,Sí,Sí,2006
8545,Metropolitana,Providencia,Terreno,278234953,219,202,6,2,No,Sí,1967
8546,Coquimbo,La Serena,Terreno,460525910,213,183,4,3,Sí,Sí,1971
8547,Biobío,Concepción,Departamento,127688260,61,43,6,3,No,Sí,1969
8548,Coquimbo,La Serena,Casa,152413157,297,270,6,3,No,No,1997
8549,Metropolitana,Santiago,Casa,380585442,127,119,4,3,Sí,No,2011
8550,Metropolitana,Providencia,Departamento,112334491,226,215,3,2,No,No,1986
8551,Metropolitana,Las Condes,Casa,38466420,227,217,3,4,Sí,Sí,2003
8552,Araucanía,Temuco,Casa,37420687,82,68,5,4,No,No,2001
8553,Metropolitana,Las Condes,Terreno,406423686,259,247,4,4,No,No,1991
8554,Biobío,Concepción,Terreno,233744176,297,275,6,1,No,Sí,1951
8555,Biobío,Los Ángeles,Oficina,452786740,173,150,2,3,Sí,No,2006
8556,Coquimbo,La Serena,Oficina,168142739,277,267,3,3,No,No,2015
8557,Metropolitana,Providencia,Oficina,141557863,208,188,6,4,No,Sí,1967
8558,Biobío,Los Ángeles,Terreno,496913154,262,253,1,4,Sí,Sí,1994
8559,Biobío,Los Ángeles,Terreno,119244847,101,87,4,4,No,Sí,1991
8560,Metropolitana,Santiago,Oficina,396634976,189,167,5,4,Sí,No,1992
8561,Valparaíso,Viña del Mar,Departamento,325287842,261,233,2,4,No,Sí,1981
8562,Metropolitana,Providencia,Terreno,373462113,167,158,5,4,Sí,Sí,2013
8563,Araucanía,Temuco,Departamento,272374319,170,152,2,1,Sí,Sí,1984
8564,Biobío,Concepción,Casa,469833224,72,50,1,4,No,No,1991
8565,Metropolitana,Las Condes,Oficina,107194049,264,247,2,3,No,No,1984
8566,Metropolitana,Providencia,Departamento,484466223,233,215,1,2,Sí,Sí,1975
8567,Valparaíso,Viña del Mar,Departamento,302252723,92,65,3,3,No,No,1983
8568,Metropolitana,Providencia,Departamento,179691883,96,82,5,3,No,Sí,1988
8569,Biobío,Concepción,Departamento,241060342,60,34,1,4,No,Sí,1987
8570,Valparaíso,Valparaíso,Oficina,213479867,32,20,2,4,No,No,1982
8571,Valparaíso,Valparaíso,Terreno,244131971,249,238,5,4,Sí,No,1982
8572,Biobío,Los Ángeles,Casa,414742181,144,116,3,1,Sí,No,1977
8573,Araucanía,Temuco,Departamento,64603390,198,178,2,3,Sí,Sí,1950
8574,Biobío,Los Ángeles,Casa,235582673,275,260,5,4,No,No,1991
8575,Metropolitana,Las Condes,Terreno,286148397,168,149,5,2,No,Sí,1973
8576,Araucanía,Temuco,Casa,321981858,95,75,6,1,No,Sí,2011
8577,Los Lagos,Puerto Montt,Oficina,60740669,293,278,1,2,Sí,No,2005
8578,Metropolitana,Santiago,Terreno,50813079,257,248,6,1,No,No,2007
8579,Araucanía,Temuco,Terreno,479505762,176,147,3,2,No,Sí,1955
8580,Coquimbo,La Serena,Oficina,455620741,34,20,2,2,Sí,No,1993
8581,Metropolitana,Santiago,Terreno,153037562,53,46,5,4,No,No,1965
8582,Metropolitana,Santiago,Oficina,488569873,111,88,4,4,Sí,Sí,2019
8583,Coquimbo,La Serena,Casa,118401643,211,182,3,2,No,No,2023
8584,Metropolitana,Providencia,Terreno,271584501,228,223,5,4,Sí,No,1975
8585,Los Lagos,Puerto Montt,Departamento,274778902,94,73,3,1,Sí,Sí,1996
8586,Metropolitana,Las Condes,Oficina,486190806,264,253,4,2,Sí,Sí,1964
8587,Valparaíso,Valparaíso,Casa,397671786,232,224,5,1,No,Sí,1987
8588,Coquimbo,La Serena,Casa,469306185,237,232,6,1,Sí,Sí,1969
8589,Biobío,Los Ángeles,Departamento,95035644,289,280,1,1,Sí,Sí,1960
8590,Biobío,Los Ángeles,Terreno,244841158,37,32,6,3,No,No,2001
8591,Metropolitana,Santiago,Oficina,380619439,232,226,6,1,Sí,Sí,2011
8592,Valparaíso,Viña del Mar,Terreno,160569630,59,30,4,3,No,No,1989
8593,Metropolitana,Santiago,Departamento,345319435,67,43,1,3,No,Sí,1957
8594,Metropolitana,Providencia,Casa,186975334,184,178,2,3,No,Sí,2023
8595,Metropolitana,Santiago,Casa,194049864,75,46,4,2,No,No,2014
8596,Metropolitana,Santiago,Casa,164827175,293,263,6,3,Sí,No,1963
8597,Metropolitana,Las Condes,Casa,226507585,153,148,4,1,No,Sí,2004
8598,Biobío,Concepción,Casa,130242359,235,229,3,2,Sí,Sí,1958
8599,Metropolitana,Santiago,Terreno,287186362,155,131,2,3,No,Sí,1970
8600,Valparaíso,Viña del Mar,Departamento,157370200,179,163,6,2,No,Sí,2006
8601,Metropolitana,Las Condes,Departamento,291016398,134,122,5,3,No,Sí,1978
8602,Biobío,Concepción,Oficina,270458403,68,43,5,3,No,No,2003
8603,Metropolitana,Santiago,Casa,204115662,86,65,3,2,Sí,No,1971
8604,Los Lagos,Puerto Montt,Terreno,193845492,173,149,3,1,Sí,No,2008
8605,Biobío,Los Ángeles,Departamento,332260894,110,88,4,1,No,Sí,2001
8606,Valparaíso,Valparaíso,Casa,200640498,131,107,5,1,Sí,Sí,1962
8607,Biobío,Los Ángeles,Departamento,372297205,44,20,2,2,Sí,Sí,1957
8608,Coquimbo,La Serena,Departamento,171162051,199,169,5,2,No,Sí,2005
8609,Valparaíso,Viña del Mar,Oficina,152422945,171,146,6,2,Sí,Sí,2020
8610,Biobío,Los Ángeles,Oficina,430080204,42,36,6,3,Sí,Sí,1974
8611,Biobío,Concepción,Casa,376203807,174,164,4,2,Sí,No,1999
8612,Metropolitana,Providencia,Terreno,319088095,245,223,3,4,No,Sí,1971
8613,Metropolitana,Providencia,Terreno,150404792,125,100,2,1,Sí,No,1997
8614,Valparaíso,Valparaíso,Terreno,423525997,249,236,2,1,No,Sí,2003
8615,Valparaíso,Viña del Mar,Oficina,182451091,254,237,6,2,No,Sí,1987
8616,Metropolitana,Las Condes,Departamento,49823556,32,22,4,3,No,Sí,2017
8617,Los Lagos,Puerto Montt,Terreno,34826642,67,40,5,3,No,No,1987
8618,Coquimbo,La Serena,Oficina,183708658,299,276,5,4,Sí,No,2007
8619,Araucanía,Temuco,Departamento,123655717,106,97,3,1,No,Sí,1997
8620,Valparaíso,Valparaíso,Departamento,396533782,163,158,1,3,Sí,Sí,1978
8621,Los Lagos,Puerto Montt,Oficina,227908692,206,200,1,2,No,No,1974
8622,Biobío,Concepción,Departamento,58018396,108,78,3,2,Sí,No,1994
8623,Metropolitana,Las Condes,Terreno,283517582,31,20,3,3,Sí,No,2017
8624,Los Lagos,Puerto Montt,Casa,86890419,136,116,2,3,Sí,Sí,2006
8625,Biobío,Concepción,Oficina,433070073,57,52,3,1,Sí,No,1956
8626,Los Lagos,Puerto Montt,Casa,78603028,44,31,2,1,Sí,Sí,1960
8627,Araucanía,Temuco,Oficina,188224475,92,68,3,2,No,No,1982
8628,Metropolitana,Las Condes,Oficina,218095355,69,46,4,3,No,Sí,1990
8629,Metropolitana,Providencia,Terreno,228916112,267,254,6,3,Sí,No,2002
8630,Metropolitana,Santiago,Casa,178250611,187,176,4,1,No,Sí,1984
8631,Metropolitana,Santiago,Casa,203890323,123,108,1,3,Sí,No,1984
8632,Metropolitana,Las Condes,Departamento,243205898,183,177,1,3,No,No,2013
8633,Metropolitana,Providencia,Departamento,432881168,248,223,1,2,No,No,1989
8634,Coquimbo,La Serena,Oficina,206938275,183,176,3,1,Sí,Sí,1973
8635,Valparaíso,Valparaíso,Departamento,417984466,156,143,2,3,No,Sí,1980
8636,Metropolitana,Providencia,Oficina,264380071,131,113,4,2,No,Sí,2016
8637,Valparaíso,Valparaíso,Casa,252310895,298,280,5,4,Sí,Sí,2004
8638,Metropolitana,Santiago,Oficina,175921464,86,79,3,1,Sí,No,1990
8639,Metropolitana,Providencia,Casa,116268201,122,108,4,1,Sí,Sí,1951
8640,Valparaíso,Valparaíso,Oficina,36726343,120,112,1,4,No,No,2005
8641,Metropolitana,Las Condes,Terreno,349403438,271,250,2,4,No,Sí,1957
8642,Metropolitana,Las Condes,Departamento,161646561,52,34,6,1,No,No,1966
8643,Araucanía,Temuco,Terreno,163690040,50,45,1,3,Sí,Sí,1972
8644,Los Lagos,Puerto Montt,Departamento,373010400,193,175,3,4,No,No,2015
8645,Valparaíso,Valparaíso,Casa,307716233,106,84,5,1,No,No,1957
8646,Araucanía,Temuco,Departamento,191188214,231,203,3,4,Sí,No,1950
8647,Metropolitana,Santiago,Casa,384511947,87,79,2,3,No,No,1981
8648,Metropolitana,Las Condes,Departamento,452854408,209,204,2,3,No,Sí,2013
8649,Metropolitana,Santiago,Terreno,325999677,273,254,3,1,No,Sí,1965
8650,Valparaíso,Valparaíso,Casa,448888769,222,193,4,4,No,Sí,2015
8651,Los Lagos,Puerto Montt,Casa,227338745,144,132,1,4,No,Sí,1975
8652,Araucanía,Temuco,Casa,178622165,237,212,4,4,Sí,No,1994
8653,Biobío,Concepción,Oficina,236824392,173,160,6,4,Sí,Sí,1952
8654,Biobío,Los Ángeles,Departamento,407665267,280,274,1,4,No,Sí,1991
8655,Valparaíso,Valparaíso,Casa,294249693,235,207,4,1,Sí,Sí,1953
8656,Valparaíso,Valparaíso,Terreno,179189792,52,33,3,1,No,No,1963
8657,Metropolitana,Providencia,Terreno,490698733,260,250,3,4,Sí,No,2009
8658,Metropolitana,Santiago,Casa,217920911,160,141,4,4,No,No,1985
8659,Valparaíso,Valparaíso,Casa,168568783,159,133,3,2,Sí,Sí,2012
8660,Valparaíso,Viña del Mar,Terreno,362301467,282,253,4,3,Sí,No,2009
8661,Metropolitana,Las Condes,Departamento,430872995,102,88,6,4,Sí,No,2018
8662,Araucanía,Temuco,Oficina,345342171,55,47,2,4,No,No,2021
8663,Araucanía,Temuco,Terreno,455892771,297,287,2,3,Sí,Sí,1991
8664,Los Lagos,Puerto Montt,Terreno,156529389,117,111,5,1,No,Sí,2012
8665,Biobío,Concepción,Oficina,389688676,258,245,2,2,Sí,No,2006
8666,Araucanía,Temuco,Departamento,151650935,45,29,3,3,No,No,2023
8667,Coquimbo,La Serena,Departamento,93031519,73,55,4,2,No,Sí,2010
8668,Metropolitana,Providencia,Departamento,306856103,176,163,3,4,No,Sí,2003
8669,Metropolitana,Las Condes,Oficina,46189839,30,21,1,2,Sí,No,1997
8670,Valparaíso,Viña del Mar,Departamento,72723089,94,75,6,2,No,No,1961
8671,Valparaíso,Viña del Mar,Oficina,34287255,30,20,6,3,Sí,Sí,1997
8672,Metropolitana,Santiago,Terreno,426017181,261,232,6,4,No,No,2013
8673,Metropolitana,Santiago,Casa,247477093,162,133,4,3,Sí,No,1963
8674,Metropolitana,Providencia,Oficina,499642547,246,237,4,1,Sí,Sí,1968
8675,Biobío,Concepción,Departamento,363036167,248,218,2,1,Sí,Sí,1953
8676,Coquimbo,La Serena,Casa,382084575,144,131,3,4,Sí,Sí,1961
8677,Metropolitana,Santiago,Departamento,241244534,271,262,4,2,Sí,No,1982
8678,Biobío,Concepción,Terreno,469773512,131,117,3,3,Sí,Sí,1951
8679,Coquimbo,La Serena,Departamento,241286092,66,59,1,1,Sí,No,1973
